"CandidateName","Gender","Age","PartyID","SymbolID","SymbolName","PoliticalPartyName","ElectionPost","DistrictName","State","SCConstID","CenterConstID","SerialNo","TotalVoteReceived","CastedVote","TotalVoters","Rank","Remarks","Samudaya"
"नन्द वहादुर पुन","पुरुष",52,0,0,,,,,,,,0,0,0,0,,"निर्विरोध निर्वाचित","आदिवासी जनजाति"
