"MElecLocalLevel","FElecLocalLevel","TGElecLocalLevel","MElecHoRFPTP","FElecHoRFPTP","TGElecHoRFPTP","MElecPAFPTP","FElecPAFPTP","TGElecPAFPTP","MElecHoRPR","FElecHoRPR","TGElecHoRPR","MElecPAPR","FElecPAPR","TGElecPAPR","MElecNA","FElecNA","TGElecNA","MElecPE","FElecPE","TGElecPE","MElecVPE","FElecVPE","TGElecVPE","MTotal","FTotal","TGTotal","TotElecLocalLevel","TotElecHoRFPTP","TotElecPAFPTP","TotElecHoRPR","TotElecPAPR","TotElecNA","TotElecPE","TotElecVPE","GrandTotal","MPerc","FPerc","TGPerc"
20689,14352,0,159,6,0,313,17,0,26,84,0,48,172,0,35,21,0,0,1,0,1,0,0,21271,14653,0,35041,165,330,110,220,56,1,1,35924,59.21,40.79,0
